year,freq_desc,reference_period_desc,state_name,state_alpha,state_fips,short_desc,unit_desc,value
2015,MONTHLY,AUG,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"2,010"
2015,MONTHLY,DEC,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"1,955"
2015,MONTHLY,FEB,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"1,880"
2015,MONTHLY,JAN,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"2,070"
2015,MONTHLY,JUL,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"2,040"
2015,MONTHLY,JUN,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"2,035"
2015,MONTHLY,MAR,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"2,125"
2015,MONTHLY,MAY,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"2,190"
2015,MONTHLY,NOV,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"1,915"
2015,MONTHLY,OCT,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"1,990"
2015,MONTHLY,SEP,NEW MEXICO,NM,35,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"1,960"
2015,MONTHLY,APR,NEW YORK,NY,36,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"1,875"
2015,MONTHLY,AUG,NEW YORK,NY,36,"MILK - PRODUCTION, MEASURED IN LB / HEAD",LB / HEAD,"1,950"
